mobilenet,tsne,affinity,0.415118932723999,5
densenet,umap,affinity,0.677513599395752,1
densenet,umap,dbscan,0.6429070234298706,2
densenet,umap,meanshift,0.6425266861915588,3
densenet,umap,hdbscan,0.6036899089813232,4
efficientnet,umap,meanshift,0.5882235765457153,5
densenet,umap,affinity,0.4681118130683899,1
mobilenet,umap,affinity,0.4189479649066925,2
densenet,umap,meanshift,0.4092772901058197,3
resnet,tsne,affinity,0.3893551528453827,4
densenet,tsne,affinity,0.3841779828071594,5
densenet,umap,affinity,0.45679545402526855,1
efficientnet,umap,affinity,0.42645958065986633,2
densenet,umap,meanshift,0.40695855021476746,3
mobilenet,tsne,affinity,0.39495790004730225,4
densenet,umap,hdbscan,0.3854326605796814,5
vgg19,umap,hdbscan,0.4560824930667877,1
densenet,umap,affinity,0.4497530460357666,2
densenet,umap,meanshift,0.43663474917411804,3
efficientnet,umap,affinity,0.4300161898136139,4
mobilenet,umap,hdbscan,0.415659636259079,5
densenet,umap,hdbscan,0.5315203070640564,1
efficientnet,umap,meanshift,0.48343464732170105,2
densenet,umap,meanshift,0.4611198306083679,3
densenet,umap,affinity,0.44883453845977783,4
mobilenet,umap,meanshift,0.41202017664909363,5
densenet,umap,meanshift,0.425331175327301,1
densenet,tsne,meanshift,0.4095509946346283,2
densenet,umap,affinity,0.3892636299133301,3
mobilenet,umap,meanshift,0.3822040557861328,4
efficientnet,umap,meanshift,0.3803914189338684,5
mobilenet,umap,hdbscan,0.6212185025215149,1
mobilenet,umap,meanshift,0.6212185025215149,2
densenet,umap,hdbscan,0.5348414778709412,3
densenet,umap,affinity,0.51219242811203,4
densenet,umap,meanshift,0.5059368014335632,5
densenet,umap,hdbscan,0.8155443072319031,1
densenet,umap,dbscan,0.5886026620864868,2
densenet,umap,meanshift,0.5558689832687378,3
densenet,tsne,meanshift,0.5455973744392395,4
efficientnet,umap,meanshift,0.5182177424430847,5
densenet,umap,affinity,0.4473462998867035,1
efficientnet,umap,meanshift,0.4117925763130188,2
mobilenet,tsne,affinity,0.3922804594039917,3
efficientnet,umap,affinity,0.39009231328964233,4
mobilenet,umap,meanshift,0.3860551118850708,5
mobilenet,umap,meanshift,0.49280041456222534,1
densenet,umap,hdbscan,0.4631669819355011,2
vgg19,umap,meanshift,0.4585810899734497,3
densenet,umap,affinity,0.4580056369304657,4
resnet,umap,meanshift,0.4292055070400238,5
densenet,umap,affinity,0.474403977394104,1
mobilenet,umap,affinity,0.46677643060684204,2
efficientnet,umap,affinity,0.41632404923439026,3
resnet,umap,affinity,0.4054900109767914,4
densenet,tsne,affinity,0.39981386065483093,5
densenet,umap,affinity,0.4470057487487793,1
mobilenet,umap,affinity,0.40454089641571045,2
efficientnet,umap,affinity,0.4015420973300934,3
efficientnet,umap,meanshift,0.37951481342315674,4
resnet,umap,affinity,0.3719155192375183,5
densenet,umap,hdbscan,0.6546936631202698,1
densenet,umap,meanshift,0.5745059251785278,2
densenet,umap,dbscan,0.5393691658973694,3
densenet,umap,affinity,0.4588177800178528,4
densenet,tsne,affinity,0.454559326171875,5
densenet,umap,meanshift,0.4490722417831421,1
densenet,umap,affinity,0.41705283522605896,2
mobilenet,umap,affinity,0.4124144911766052,3
efficientnet,umap,affinity,0.39214375615119934,4
efficientnet,umap,meanshift,0.3779012858867645,5
densenet,umap,meanshift,0.5020495653152466,1
mobilenet,umap,affinity,0.4318702220916748,2
densenet,umap,affinity,0.4295319616794586,3
densenet,tsne,affinity,0.40450748801231384,4
densenet,umap,hdbscan,0.3959498107433319,5
efficientnet,tsne,affinity,0.40531566739082336,1
mobilenet,umap,affinity,0.401017427444458,2
densenet,umap,meanshift,0.39278092980384827,3
densenet,umap,affinity,0.38515928387641907,4
efficientnet,umap,affinity,0.37583479285240173,5
densenet,umap,affinity,0.5549237132072449,1
densenet,umap,meanshift,0.5164440870285034,2
densenet,umap,dbscan,0.5025814771652222,3
mobilenet,umap,meanshift,0.4865671396255493,4
densenet,umap,hdbscan,0.46051543951034546,5
densenet,umap,affinity,0.43555378913879395,1
densenet,umap,meanshift,0.42292794585227966,2
mobilenet,umap,affinity,0.3975485563278198,3
efficientnet,umap,meanshift,0.37911611795425415,4
densenet,tsne,affinity,0.3784574866294861,5
densenet,umap,affinity,0.4243767559528351,1
mobilenet,umap,affinity,0.41596391797065735,2
densenet,umap,meanshift,0.3814924359321594,3
densenet,tsne,affinity,0.37618836760520935,4
densenet,tsne,meanshift,0.37086179852485657,5
efficientnet,umap,hdbscan,0.5966652631759644,1
efficientnet,umap,meanshift,0.593845784664154,2
densenet,umap,meanshift,0.51541668176651,3
densenet,umap,affinity,0.4590175151824951,4
mobilenet,umap,meanshift,0.4478972852230072,5
densenet,umap,meanshift,0.5363020896911621,1
mobilenet,umap,affinity,0.42430445551872253,2
efficientnet,umap,affinity,0.4208224415779114,3
densenet,umap,affinity,0.4132198691368103,4
efficientnet,umap,meanshift,0.40715038776397705,5
densenet,umap,meanshift,0.631571888923645,1
densenet,umap,hdbscan,0.6274828314781189,2
densenet,umap,affinity,0.5898388624191284,3
mobilenet,umap,meanshift,0.5559467673301697,4
densenet,umap,dbscan,0.5324628949165344,5
densenet,umap,meanshift,0.504189133644104,1
mobilenet,umap,affinity,0.43561065196990967,2
efficientnet,umap,meanshift,0.4305320382118225,3
densenet,umap,affinity,0.4266456961631775,4
efficientnet,umap,affinity,0.40015867352485657,5
densenet,umap,meanshift,0.4748166799545288,1
densenet,umap,affinity,0.46166330575942993,2
densenet,umap,dbscan,0.4393288493156433,3
mobilenet,umap,affinity,0.42470744252204895,4
efficientnet,umap,meanshift,0.41973403096199036,5
densenet,umap,hdbscan,0.7021841406822205,1
densenet,umap,meanshift,0.6936877965927124,2
densenet,umap,affinity,0.6706283092498779,3
densenet,umap,dbscan,0.584291398525238,4
densenet,tsne,affinity,0.43496236205101013,5
densenet,umap,meanshift,0.457904577255249,1
resnet,umap,affinity,0.39693012833595276,2
densenet,umap,affinity,0.3964139223098755,3
efficientnet,umap,meanshift,0.371417760848999,4
mobilenet,umap,affinity,0.3679688572883606,5
densenet,umap,meanshift,0.448937326669693,1
mobilenet,umap,meanshift,0.4204975664615631,2
resnet,umap,meanshift,0.39876511693000793,3
densenet,tsne,meanshift,0.3877788186073303,4
resnet,umap,affinity,0.3768361508846283,5
densenet,umap,hdbscan,0.7406066656112671,1
densenet,umap,meanshift,0.5089840292930603,2
mobilenet,umap,meanshift,0.48527762293815613,3
efficientnet,umap,meanshift,0.47664201259613037,4
densenet,umap,dbscan,0.4718374013900757,5
densenet,umap,meanshift,0.41145938634872437,1
densenet,umap,affinity,0.37324947118759155,2
vgg19,tsne,affinity,0.3704915940761566,3
resnet,tsne,affinity,0.3691200017929077,4
efficientnet,umap,meanshift,0.3623582422733307,5
efficientnet,umap,meanshift,0.7523177266120911,1
efficientnet,umap,hdbscan,0.7523177266120911,2
vgg19,umap,meanshift,0.674437403678894,3
densenet,umap,meanshift,0.5451193451881409,4
densenet,umap,affinity,0.4654897153377533,5
densenet,umap,affinity,0.5009220242500305,1
densenet,umap,meanshift,0.4684111475944519,2
efficientnet,umap,affinity,0.4240706264972687,3
mobilenet,umap,affinity,0.4215616285800934,4
densenet,tsne,affinity,0.41958868503570557,5
densenet,umap,affinity,0.49900728464126587,1
efficientnet,umap,affinity,0.45360851287841797,2
mobilenet,umap,affinity,0.4382946491241455,3
densenet,umap,meanshift,0.4107055068016052,4
resnet,umap,affinity,0.4068058431148529,5
densenet,umap,hdbscan,0.6124981641769409,1
mobilenet,umap,hdbscan,0.541649341583252,2
mobilenet,umap,meanshift,0.5193036198616028,3
densenet,umap,meanshift,0.46742507815361023,4
mobilenet,tsne,hdbscan,0.44932249188423157,5
densenet,umap,affinity,0.48618263006210327,1
efficientnet,umap,affinity,0.454278826713562,2
mobilenet,umap,affinity,0.44186118245124817,3
densenet,tsne,affinity,0.41596370935440063,4
densenet,umap,meanshift,0.4112125337123871,5
mobilenet,umap,affinity,0.4526532292366028,1
densenet,umap,meanshift,0.44321557879447937,2
densenet,umap,affinity,0.441177636384964,3
efficientnet,umap,affinity,0.4337346851825714,4
resnet,umap,meanshift,0.40353313088417053,5
densenet,umap,affinity,0.4287506341934204,1
efficientnet,umap,meanshift,0.3822472095489502,2
resnet,umap,meanshift,0.3744139075279236,3
vgg19,tsne,affinity,0.36972448229789734,4
densenet,tsne,affinity,0.3672889769077301,5
densenet,umap,hdbscan,0.663875937461853,1
mobilenet,umap,hdbscan,0.619084358215332,2
densenet,umap,affinity,0.5387029647827148,3
densenet,umap,meanshift,0.5173319578170776,4
mobilenet,umap,affinity,0.4991351366043091,5
resnet,umap,meanshift,0.5041847229003906,1
mobilenet,umap,affinity,0.49282121658325195,2
efficientnet,umap,affinity,0.4706682562828064,3
densenet,umap,meanshift,0.46827706694602966,4
densenet,umap,affinity,0.46515488624572754,5
densenet,umap,hdbscan,0.8543049693107605,1
densenet,umap,meanshift,0.8543049693107605,2
efficientnet,umap,dbscan,0.699920117855072,3
efficientnet,umap,hdbscan,0.699920117855072,4
efficientnet,umap,meanshift,0.699920117855072,5
resnet,umap,meanshift,0.8614695072174072,1
resnet,umap,hdbscan,0.8614695072174072,2
efficientnet,umap,hdbscan,0.7972527146339417,3
efficientnet,umap,meanshift,0.7972527146339417,4
densenet,umap,meanshift,0.589853048324585,5
